"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2877","Verify login successful","chromium","2026-03-26","passed","2026-03-26","","login.spec.ts","",""
